,From,To,Taxonomy
609,P02771,9606.ENSP00000379138,9606
610,Q9FKW6,3702.AT5G66190.1,3702
611,P19957,9606.ENSP00000243924,9606
612,P32803,4932.YGL200C,4932
613,Q12396,4932.YLR080W,4932
614,O97939,9823.ENSSSCP00000009538,9823
615,P21128,9606.ENSP00000397679,9606
616,P35555,9606.ENSP00000325527,9606
617,Q96AP7,9606.ENSP00000278927,9606
618,Q04457,6239.R12A1.4,6239
619,P23141,9606.ENSP00000353720,9606
620,P12337,9986.ENSOCUP00000005826,9986
621,Q8BK48,10090.ENSMUSP00000034355,10090
622,Q6UPE1,10116.ENSRNOP00000013262,10116
623,P21760,9031.ENSGALP00000039691,9031
624,O48818,3702.AT2G39700.1,3702
625,P30084,9606.ENSP00000357535,9606
626,P14604,10116.ENSRNOP00000066388,10116
627,P12724,9606.ENSP00000302324,9606
628,Q5XF75,3702.AT4G11120.1,3702
629,P23142,9606.ENSP00000331544,9606
630,O70165,10090.ENSMUSP00000028307,10090
631,Q7L513,9606.ENSP00000356936,9606
632,P21781,9606.ENSP00000267843,9606
633,Q9SCY2,3702.AT5G45680.1,3702
634,Q18184,6239.C25H3.5,6239
635,P01228,9823.ENSSSCP00000014160,9823
636,P02702,9913.ENSBTAP00000027602,9913
637,P29036,4577.GRMZM2G325575_P01,4577
638,P41822,7159.AAEL007385-PB,7159
639,P19883,9606.ENSP00000256759,9606
640,P54803,9606.ENSP00000261304,9606
641,Q8BHN3,10090.ENSMUSP00000093965,10090
642,O22870,3702.AT2G43560.1,3702
643,P33316,9606.ENSP00000370376,9606
644,P25331,7091.BGIBMGA006291-TA,7091
645,Q61508,10090.ENSMUSP00000112665,10090
646,P52798,9606.ENSP00000414378,9606
647,P49411,9606.ENSP00000322439,9606
648,P00533,9606.ENSP00000275493,9606
649,P02790,9606.ENSP00000265983,9606
650,P20058,9986.ENSOCUP00000021163,9986
651,P14210,9606.ENSP00000222390,9606
652,P15515,9606.ENSP00000424501,9606
653,P01901,10090.ENSMUSP00000025181,10090
654,P22557,9606.ENSP00000332369,9606
655,P50828,9823.ENSSSCP00000015556,9823
656,P20059,10116.ENSRNOP00000024710,10116
657,P00738,9606.ENSP00000348170,9606
658,P24854,9823.ENSSSCP00000018516,9823
659,P21744,10116.ENSRNOP00000014153,10116
660,P07456,9913.ENSBTAP00000017372,9913
661,Q16552,9606.ENSP00000344192,9606
662,Q13478,9606.ENSP00000387211,9606
663,Q9UHD0,9606.ENSP00000343000,9606
664,P18510,9606.ENSP00000259206,9606
665,P19874,9986.ENSOCUP00000018795,9986
666,Q01638,9606.ENSP00000233954,9606
667,P15261,10090.ENSMUSP00000020188,10090
668,P29459,9606.ENSP00000303231,9606
669,Q96PD4,9606.ENSP00000337432,9606
670,Q13007,9606.ENSP00000375795,9606
671,P25605,4932.YCL009C,4932
672,P01326,10090.ENSMUSP00000101553,10090
673,P51460,9606.ENSP00000369017,9606
674,Q9N2I2,9913.ENSBTAP00000005307,9913
675,P05154,9606.ENSP00000333203,9606
676,Q9H2U2,9606.ENSP00000343885,9606
677,Q8LCY2,3702.AT5G03905.1,3702
678,Q6AU80,4530.OS05T0393700-01,4530
679,P08514,9606.ENSP00000262407,9606
680,P17301,9606.ENSP00000296585,9606
681,P26006,9606.ENSP00000007722,9606
682,P29460,9606.ENSP00000231228,9606
683,P13504,10090.ENSMUSP00000027241,10090
684,P16382,10090.ENSMUSP00000033004,10090
685,Q14641,9606.ENSP00000239316,9606
686,P01321,9612.ENSCAFP00000040273,9612
687,P01329,10141.ENSCPOP00000019016,10141
688,P06306,9685.ENSFCAP00000020961,9685
689,P01311,9986.ENSOCUP00000020463,9986
690,Q8WWA0,9606.ENSP00000323587,9606
691,P01088,4577.GRMZM2G304548_P01,4577
692,P26440,9606.ENSP00000418397,9606
693,P00995,9606.ENSP00000296695,9606
694,Q6UWN8,9606.ENSP00000324870,9606
695,Q5DT21,9606.ENSP00000367139,9606
696,P05555,10090.ENSMUSP00000068468,10090
697,P26010,9606.ENSP00000267082,9606
698,P01070,3847.GLYMA08G45531.1,3847
699,Q86YT9,9606.ENSP00000348635,9606
700,P01325,10090.ENSMUSP00000049095,10090
701,P06213,9606.ENSP00000303830,9606
702,P01308,9606.ENSP00000380432,9606
703,P08069,9606.ENSP00000268035,9606
704,P01344,9606.ENSP00000391826,9606
705,P08887,9606.ENSP00000357470,9606
706,P08505,10090.ENSMUSP00000026845,10090
707,P07994,9913.ENSBTAP00000013154,9913
708,P00996,9913.ENSBTAP00000020673,9913
709,P37109,9823.ENSSSCP00000011731,9823
710,D0TZF0,4530.OS08T0520900-00,4530
711,P79263,9823.ENSSSCP00000012206,9823
712,P01568,9606.ENSP00000369574,9606
713,P01563,9606.ENSP00000369554,9606
714,Q9NYY1,9606.ENSP00000356065,9606
715,P15247,10090.ENSMUSP00000022019,10090
716,P01323,10116.ENSRNOP00000027656,10116
717,P09656,10116.ENSRNOP00000017969,10116
718,Q8K0D2,10090.ENSMUSP00000093641,10090
719,P08680,10090.ENSMUSP00000066040,10090
720,P05546,9606.ENSP00000215727,9606
721,Q86M34,5759.rna_EHI_007330-1,5759
722,Q04756,9606.ENSP00000421801,9606
723,P49235,4577.GRMZM2G016890_P01,4577
724,P15516,9606.ENSP00000432561,9606
725,P14095,10116.ENSRNOP00000003778,10116
726,Q02747,9606.ENSP00000349493,9606
727,P06865,9606.ENSP00000268097,9606
728,Q8RXN4,3702.AT4G31810.1,3702
729,Q95460,9606.ENSP00000477563,9606
730,Q5XIE6,10116.ENSRNOP00000032041,10116
731,P04196,9606.ENSP00000232003,9606
732,O95866,9606.ENSP00000364964,9606
733,P25285,9913.ENSBTAP00000002992,9913
734,P07093,9606.ENSP00000415786,9606
735,P00757,10090.ENSMUSP00000076576,10090
736,P43626,9606.ENSP00000336769,9606
737,P00716,9986.ENSOCUP00000013596,9986
738,P00714,10116.ENSRNOP00000014457,10116
739,P13473,9606.ENSP00000408411,9606
740,P17454,9986.ENSOCUP00000011712,9986
741,P16150,9606.ENSP00000353238,9606
742,Q08380,9606.ENSP00000262776,9606
743,Q71DJ5,3702.AT2G15230.1,3702
744,P80471,4113.PGSC0003DMT400043112,4113
745,P11151,9913.ENSBTAP00000017086,9913
746,P27657,10116.ENSRNOP00000024065,10116
747,P82384,7227.FBpp0072335,7227
748,P15018,9606.ENSP00000249075,9606
749,P80035,9612.ENSCAFP00000023039,9612
750,P07098,9606.ENSP00000377900,9606
751,P10758,10116.ENSRNOP00000054678,10116
752,Q9GZZ8,9606.ENSP00000257867,9606
753,P02873,3885.XP_007152770.1,3885
754,Q41219,3847.GLYMA07G36040.1,3847
755,P19137,10090.ENSMUSP00000043957,10090
756,Q60675,10090.ENSMUSP00000090304,10090
757,P11438,10090.ENSMUSP00000033824,10090
758,A2AJB7,10090.ENSMUSP00000028306,10090
759,P32004,9606.ENSP00000359077,9606
760,P02754,9913.ENSBTAP00000019538,9913
761,P67976,9940.ENSOARP00000005471,9940
762,Q7JZV0,7227.FBpp0087279,7227
763,Q43117,3988.XP_002517044.1,3988
764,P04119,9823.ENSSSCP00000006164,9823
765,P04180,9606.ENSP00000264005,9606
766,Q6UWM7,9606.ENSP00000343490,9606
767,P01131,9913.ENSBTAP00000016342,9913
768,Q8W593,3702.AT1G67280.1,3702
769,P11279,9606.ENSP00000333298,9606
770,O62644,9913.ENSBTAP00000001648,9913
771,P49182,10090.ENSMUSP00000023450,10090
772,Q5XF59,3702.AT3G60510.3,3702
773,P01148,9606.ENSP00000276414,9606
774,Q61450,10090.ENSMUSP00000099958,10090
775,P35052,9606.ENSP00000264039,9606
776,P14770,9606.ENSP00000303942,9606
777,P42264,10116.ENSRNOP00000048216,10116
778,P09341,9606.ENSP00000379110,9606
779,P38647,10090.ENSMUSP00000025217,10090
780,Q5NAT0,4530.OS01T0220100-01,4530
781,Q9AWA5,4113.PGSC0003DMT400019845,4113
782,P22315,10090.ENSMUSP00000025484,10090
783,Q43316,3702.AT5G08280.1,3702
784,P36552,10090.ENSMUSP00000055455,10090
785,P16622,4932.YOR176W,4932
786,P55203,9913.ENSBTAP00000011564,9913
787,P01899,10090.ENSMUSP00000134570,10090
788,Q14520,9606.ENSP00000277903,9606
789,Q9C9H5,3702.AT1G71380.1,3702
790,O60609,9606.ENSP00000274721,9606
791,Q942A7,4530.OS01T0952100-00,4530
792,Q02784,4932.YPL059W,4932
793,O08795,10090.ENSMUSP00000110987,10090
794,P04706,4577.GRMZM2G138727_P01,4577
795,Q08047,4577.GRMZM2G032628_P01,4577
796,P02724,9606.ENSP00000354003,9606
797,P07727,10116.ENSRNOP00000063384,10116
798,P07359,9606.ENSP00000329380,9606
799,P38646,9606.ENSP00000297185,9606
800,O18994,9823.ENSSSCP00000001283,9823
801,P10144,9606.ENSP00000216341,9606
802,P97576,10116.ENSRNOP00000008930,10116
803,P0CS90,4932.YJR045C,4932
804,Q8GUM2,3702.AT4G37910.1,3702
805,Q9VG55,7227.FBpp0082108,7227
806,P29421,4530.OS04T0526600-01,4530
807,P13598,9606.ENSP00000415283,9606
808,P56829,9940.ENSOARP00000022793,9940
809,Q969P0,9606.ENSP00000357065,9606
810,Q9HBE5,9606.ENSP00000338010,9606
811,P60568,9606.ENSP00000226730,9606
812,Q9LDZ0,3702.AT5G09590.1,3702
813,Q63617,10116.ENSRNOP00000039172,10116
814,Q08334,9606.ENSP00000290200,9606
815,P12843,10116.ENSRNOP00000023068,10116
816,P20959,9913.ENSBTAP00000047769,9913
817,Q8MLZ7,7227.FBpp0080419,7227
818,P01562,9606.ENSP00000276927,9606
819,P01569,9606.ENSP00000484479,9606
820,P01567,9606.ENSP00000239347,9606
821,P01579,9606.ENSP00000229135,9606
822,P35225,9606.ENSP00000304915,9606
823,Q96F46,9606.ENSP00000320936,9606
824,Q9NRM6,9606.ENSP00000288167,9606
825,Q9Z0M9,10090.ENSMUSP00000091685,10090
826,P05155,9606.ENSP00000278407,9606
827,Q04467,9913.ENSBTAP00000018741,9913
828,Q0P5I5,9913.ENSBTAP00000016909,9913
829,Q9Y251,9606.ENSP00000384262,9606
830,Q969J5,9606.ENSP00000296980,9606
831,P08833,9606.ENSP00000275525,9606
832,Q9R1T7,10116.ENSRNOP00000064455,10116
833,Q8MM24,7227.FBpp0080417,7227
834,P28834,4932.YNL037C,4932
835,Q64385,10090.ENSMUSP00000095736,10090
836,Q6UXL0,9606.ENSP00000328133,9606
837,Q13651,9606.ENSP00000227752,9606
838,Q8NAC3,9606.ENSP00000295981,9606
839,O95998,9606.ENSP00000384212,9606
840,Q9UHF4,9606.ENSP00000314976,9606
841,P26461,9823.ENSSSCP00000019802,9823
842,P16611,9823.ENSSSCP00000017719,9823
843,P22692,9606.ENSP00000269593,9606
844,Q16270,9606.ENSP00000295666,9606
845,P01570,9606.ENSP00000369571,9606
846,P01572,10090.ENSMUSP00000092580,10090
847,P05014,9606.ENSP00000412897,9606
848,P01346,10116.ENSRNOP00000047037,10116
849,P01591,9606.ENSP00000254801,9606
850,P19007,9986.ENSOCUP00000007820,9986
851,P32478,4932.YJL159W,4932
852,P01762,9606.ENSP00000478725,9606
853,P15473,10116.ENSRNOP00000011678,10116
854,P35572,10116.ENSRNOP00000014807,10116
855,Q6UW32,9606.ENSP00000415823,9606
856,Q9H293,9606.ENSP00000328111,9606
857,P26894,9823.ENSSSCP00000026976,9823
858,P81025,8128.ENSONIP00000000431,8128
859,P21743,10116.ENSRNOP00000011338,10116
860,P17936,9606.ENSP00000370473,9606
861,Q9GV28,7091.BGIBMGA000648-TA,7091
862,P28241,4932.YOR136W,4932
863,P21954,4932.YDL066W,4932
864,P01566,9606.ENSP00000369566,9606
865,P01571,9606.ENSP00000411940,9606
866,P05013,9606.ENSP00000369558,9606
867,P32881,9606.ENSP00000369553,9606
868,Q9P0W0,9606.ENSP00000276943,9606
869,P22301,9606.ENSP00000412237,9606
870,P01317,9913.ENSBTAP00000017289,9913
871,P67970,9031.ENSGALP00000010567,9031
872,P01225,9606.ENSP00000416606,9606
873,P17164,10116.ENSRNOP00000012455,10116
874,Q14802,9606.ENSP00000473929,9606
875,P01350,9606.ENSP00000331358,9606
876,P16882,10090.ENSMUSP00000069457,10090
877,P80195,9913.ENSBTAP00000017854,9913
878,Q02596,10090.ENSMUSP00000023134,10090
879,P14655,4530.OS04T0659100-01,4530
880,P25855,3702.AT2G35370.1,3702
881,P11183,9031.ENSGALP00000038340,9031
882,A3C6G9,4530.OS10T0516100-01,4530
883,Q9UBU3,9606.ENSP00000335074,9606
884,P80147,9823.ENSSSCP00000008445,9823
885,Q9TT95,9823.ENSSSCP00000003598,9823
886,P28337,9031.ENSGALP00000042238,9031
887,P84039,10116.ENSRNOP00000013703,10116
888,Q6UWV6,9606.ENSP00000332656,9606
889,P54762,9606.ENSP00000381097,9606
890,O15197,9606.ENSP00000481994,9606
891,Q96HE7,9606.ENSP00000379042,9606
892,P05160,9606.ENSP00000356382,9606
893,Q9NPG1,9606.ENSP00000437489,9606
894,Q62867,10116.ENSRNOP00000009758,10116
895,Q9LM71,3702.AT1G20810.1,3702
896,Q12841,9606.ENSP00000295633,9606
897,O95633,9606.ENSP00000166139,9606
898,P37889,10090.ENSMUSP00000048334,10090
899,P12799,9913.ENSBTAP00000008877,9913
900,P02679,9606.ENSP00000336829,9606
901,P19976,3847.GLYMA18G43650.2,3847
902,P93033,3702.AT2G47510.1,3702
903,P07839,3055.EDP03827,3055
904,P12763,9913.ENSBTAP00000000673,9913
905,O95750,9606.ENSP00000294312,9606
906,P02672,9913.ENSBTAP00000002145,9913
907,P05790,7091.BGIBMGA005111-TA,7091
908,Q9LYR5,3702.AT5G13410.1,3702
909,O00602,9606.ENSP00000360871,9606
910,Q9SXP2,4530.OS06T0486800-01,4530
911,P30440,9685.ENSFCAP00000019678,9685
912,P22455,9606.ENSP00000292408,9606
913,P14448,9031.ENSGALP00000015061,9031
914,P02675,9606.ENSP00000306099,9606
915,P21828,7091.BGIBMGA009393-TA,7091
916,P04937,10116.ENSRNOP00000019772,10116
917,Q8W493,3702.AT1G20020.1,3702
918,Q96I82,9606.ENSP00000359219,9606
919,P11009,9031.ENSGALP00000032149,9031
920,P17540,9606.ENSP00000404203,9606
921,P25809,10116.ENSRNOP00000044253,10116
922,P00711,9913.ENSBTAP00000007701,9913
923,Q9JI59,10090.ENSMUSP00000109833,10090
924,Q9BX67,9606.ENSP00000299106,9606
925,P10764,9940.ENSOARP00000003830,9940
926,Q6UXB1,9606.ENSP00000344860,9606
927,Q9GZX6,9606.ENSP00000442424,9606
928,Q8NI17,9606.ENSP00000415900,9606
929,P05113,9606.ENSP00000231454,9606
930,P01322,10116.ENSRNOP00000016052,10116
931,P09655,10116.ENSRNOP00000018110,10116
932,P01001,9913.ENSBTAP00000044797,9913
933,P05231,9606.ENSP00000385675,9606
934,P10145,9606.ENSP00000306512,9606
935,P83869,7227.FBpp0099553,7227
936,O77801,9913.ENSBTAP00000027848,9913
937,Q9Y5Q6,9606.ENSP00000302724,9606
938,P01315,9823.ENSSSCP00000025428,9823
939,P00724,4932.YIL162W,4932
940,P23229,9606.ENSP00000386896,9606
941,P38570,9606.ENSP00000263087,9606
942,P24063,10090.ENSMUSP00000101913,10090
943,P11215,9606.ENSP00000441691,9606
944,P06756,9606.ENSP00000261023,9606
945,P53193,4932.YGL018C,4932
946,P20702,9606.ENSP00000454623,9606
947,P57087,9606.ENSP00000383376,9606
948,P13612,9606.ENSP00000380227,9606
949,P08648,9606.ENSP00000293379,9606
950,Q13683,9606.ENSP00000452120,9606
951,P80746,9913.ENSBTAP00000026553,9913
952,P80747,9913.ENSBTAP00000018278,9913
953,P26011,10090.ENSMUSP00000001327,10090
954,Q9FS87,4113.PGSC0003DMT400020955,4113
955,Q0P5L8,9913.ENSBTAP00000011095,9913
956,Q61738,10090.ENSMUSP00000096712,10090
957,P16144,9606.ENSP00000200181,9606
958,Q14624,9606.ENSP00000266041,9606
959,Q9Y624,9606.ENSP00000357005,9606
960,P70079,9031.ENSGALP00000013585,9031
961,Q6UW88,9606.ENSP00000411898,9606
962,P29320,9606.ENSP00000337451,9606
963,Q5JNJ5,4530.OS01T0748150-01,4530
964,Q05359,4932.YAR002C-A,4932
965,Q8I034,9685.ENSFCAP00000013286,9685
966,P01903,9606.ENSP00000378786,9606
967,P39112,4932.YMR287C,4932
968,P05305,9606.ENSP00000368683,9606
969,Q99944,9606.ENSP00000378888,9606
970,Q99372,10116.ENSRNOP00000030301,10116
971,Q9Y6C2,9606.ENSP00000369677,9606
972,Q9C6I6,3702.AT1G50940.1,3702
973,P30438,9685.ENSFCAP00000022316,9685
974,Q0WRJ7,3702.AT3G60370.1,3702
975,Q9NWM8,9606.ENSP00000222803,9606
976,P81623,9913.ENSBTAP00000008754,9913
977,P30040,9606.ENSP00000261735,9606
978,P30042,9606.ENSP00000480313,9606
979,P14625,9606.ENSP00000299767,9606
980,F1N5C8,9913.ENSBTAP00000015375,9913
981,P01588,9606.ENSP00000252723,9606
982,P10959,10116.ENSRNOP00000024622,10116
983,P50448,9913.ENSBTAP00000021638,9913
984,P49819,9612.ENSCAFP00000005721,9612
985,Q6E0U4,9606.ENSP00000342012,9606
986,P58738,4577.GRMZM2G146551_P02,4577
987,Q07154,4577.GRMZM2G072886_P02,4577
988,O75636,9606.ENSP00000270879,9606
989,Q07511,4113.PGSC0003DMT400001303,4113
990,P00228,4565.Traes_7BL_0B5D2BAF0.1,4565
991,Q9NSA1,9606.ENSP00000471477,9606
992,P06399,10116.ENSRNOP00000060007,10116
993,P41345,4530.OS03T0784700-01,4530
994,P53991,3055.EDP00292,3055
995,P24090,10116.ENSRNOP00000055223,10116
996,Q8N441,9606.ENSP00000381498,9606
997,P36980,9606.ENSP00000356391,9606
998,P02671,9606.ENSP00000306361,9606
999,Q8TAL6,9606.ENSP00000321962,9606
1000,O43155,9606.ENSP00000332879,9606
1001,A8MUP2,9606.ENSP00000431287,9606
1002,P21956,10090.ENSMUSP00000032825,10090
1003,P20774,9606.ENSP00000262551,9606
1004,Q90611,9031.ENSGALP00000005656,9031
1005,P31836,9913.ENSBTAP00000049952,9913
1006,P13595,10090.ENSMUSP00000130668,10090
1007,P01178,9606.ENSP00000217386,9606
1008,P01180,9913.ENSBTAP00000010555,9913
1009,Q0IQK9,4530.OS12T0115100-00,4530
1010,Q7Q7R8,7165.AGAP004642-PA,7165
1011,O02826,9823.ENSSSCP00000028823,9823
1012,Q96DR8,9606.ENSP00000311364,9606
1013,Q99972,9606.ENSP00000037502,9606
1014,Q99538,9606.ENSP00000376911,9606
1015,P09056,10090.ENSMUSP00000067066,10090
1016,Q6UXK5,9606.ENSP00000314901,9606
1017,P01229,9606.ENSP00000221421,9606
1018,P16235,10116.ENSRNOP00000022481,10116
1019,P93115,3659.XP_004138694.1,3659
1020,P09237,9606.ENSP00000260227,9606
1021,P14780,9606.ENSP00000361405,9606
1022,Q02253,10116.ENSRNOP00000015545,10116
1023,Q61885,10090.ENSMUSP00000099726,10090
1024,Q63345,10116.ENSRNOP00000001008,10116
1025,P01185,9606.ENSP00000369647,9606
1026,Q90935,9031.ENSGALP00000015400,9031
1027,Q14112,9606.ENSP00000216286,9606
1028,P01175,9913.ENSBTAP00000010554,9913
1029,P19656,4577.GRMZM2G101958_P01,4577
1030,Q9FLX7,3702.AT5G52840.1,3702
1031,Q02374,9913.ENSBTAP00000029003,9913
1032,P15690,9913.ENSBTAP00000029301,9913
1033,P17694,9913.ENSBTAP00000002852,9913
1034,Q9M9M6,3702.AT3G03070.1,3702
1035,Q9Z0J8,10116.ENSRNOP00000035271,10116
1036,Q8NC67,9606.ENSP00000455169,9606
1037,P01179,10116.ENSRNOP00000028829,10116
1038,P10673,9612.ENSCAFP00000008959,9612
1039,P10493,10090.ENSMUSP00000005532,10090
1040,P82900,4565.Traes_4BL_AB3EBF1FD.2,4565
1041,P12670,4081.Solyc08g080640.1.1,4081
1042,O97763,9823.ENSSSCP00000002564,9823
1043,Q8MP00,7159.AAEL002733-PA,7159
1044,Q9FJW4,3702.AT5G67590.1,3702
1045,P80269,4113.PGSC0003DMT400084285,4113
1046,O42414,9031.ENSGALP00000034591,9031
1047,Q9XFS7,3702.AT3G51600.1,3702
1048,P61916,9606.ENSP00000451112,9606
1049,P34942,9913.ENSBTAP00000004245,9913
1050,Q8HXG5,9913.ENSBTAP00000055738,9913
1051,P42028,9913.ENSBTAP00000016013,9913
1052,Q9FNN5,3702.AT5G08530.1,3702
1053,P01177,9823.ENSSSCP00000007626,9823
1054,P01183,9823.ENSSSCP00000007625,9823
1055,P42676,10116.ENSRNOP00000059652,10116
1056,P10631,10116.ENSRNOP00000028323,10116
1057,P31800,9913.ENSBTAP00000025422,9913
1058,P00126,9913.ENSBTAP00000012635,9913
1059,P99028,10090.ENSMUSP00000077744,10090
1060,Q28173,9913.ENSBTAP00000019179,9913
1061,Q94AU9,3702.AT4G04330.1,3702
1062,P27485,9823.ENSSSCP00000011168,9823
1063,P0C2C0,10116.ENSRNOP00000029336,10116
1064,Q3SYS0,9913.ENSBTAP00000001991,9913
1065,P36526,4932.YBR282W,4932
1066,P32387,4932.YDR405W,4932
1067,P19684,4096.XP_009763024.1,4096
1068,Q9ZTP5,4530.OS03T0169100-01,4530
1069,P04844,9606.ENSP00000237530,9606
1070,P12686,4932.YGR084C,4932
1071,Q9EPJ3,10116.ENSRNOP00000028828,10116
1072,Q04672,3847.GLYMA10G03390.1,3847
1073,P23389,9913.ENSBTAP00000015645,9913
1074,O82663,3702.AT5G66760.1,3702
1075,Q08230,4932.YOL071W,4932
1076,Q04401,4932.YDR511W,4932
1077,Q6UXD5,9606.ENSP00000481917,9606
1078,P35541,9913.ENSBTAP00000030310,9913
1079,P55809,9606.ENSP00000196371,9606
1080,Q8RUW5,3702.AT2G22990.3,3702
1081,Q9YHT1,9031.ENSGALP00000021475,9031
1082,Q00711,4932.YKL148C,4932
1083,Q50KB1,2903.EOD27297,2903
1084,P21581,10116.ENSRNOP00000008471,10116
1085,P33421,4932.YKL141W,4932
1086,P02743,9606.ENSP00000255040,9606
1087,Q92765,9606.ENSP00000295113,9606
1088,Q96QR1,9606.ENSP00000292641,9606
1089,P82913,9913.ENSBTAP00000033158,9913
1090,P82918,9913.ENSBTAP00000009107,9913
1091,Q2M2T7,9913.ENSBTAP00000009724,9913
1092,P82928,9913.ENSBTAP00000001718,9913
1093,Q13433,9606.ENSP00000269187,9606
1094,P19708,9612.ENSCAFP00000013464,9612
1095,P81608,9823.ENSSSCP00000005870,9823
1096,Q96BY9,9606.ENSP00000256255,9606
1097,O35314,10116.ENSRNOP00000028892,10116
1098,Q29551,9823.ENSSSCP00000017870,9823
1099,P05366,10090.ENSMUSP00000119150,10090
1100,P05367,10090.ENSMUSP00000075365,10090
1101,P31532,10090.ENSMUSP00000006952,10090
1102,P20826,10090.ENSMUSP00000100920,10090
1103,P05060,9606.ENSP00000368244,9606
1104,P54900,10116.ENSRNOP00000021819,10116
1105,O75711,9606.ENSP00000296506,9606
1106,P19324,10090.ENSMUSP00000126390,10090
1107,P82919,9913.ENSBTAP00000051782,9913
1108,P42847,4932.YNL306W,4932
1109,Q3SZ86,9913.ENSBTAP00000001091,9913
1110,P21771,4932.YDR337W,4932
1111,P19707,9685.ENSFCAP00000020110,9685
1112,Q9SX77,3702.AT1G47420.1,3702
1113,Q3E870,3702.AT5G62575.2,3702
1114,P29457,10116.ENSRNOP00000022983,10116
1115,Q8N474,9606.ENSP00000220772,9606
1116,P97710,10116.ENSRNOP00000006408,10116
1117,Q9Y6E7,9606.ENSP00000202967,9606
1118,P0DKI0,3702.AT5G09600.1,3702
1119,P23502,5759.rna_EHI_012270-1,5759
1120,Q9UIB8,9606.ENSP00000312367,9606
1121,Q9P0V8,9606.ENSP00000289707,9606
1122,P02752,9031.ENSGALP00000037592,9031
1123,Q62703,10116.ENSRNOP00000021817,10116
1124,P06281,10090.ENSMUSP00000092135,10090
1125,M5AXY1,9685.ENSFCAP00000018418,9685
1126,P02753,9606.ENSP00000360522,9606
1127,Q99969,9606.ENSP00000418009,9606
1128,Q9SVM8,3702.AT4G13850.1,3702
1129,P93431,4530.OS11T0707000-02,4530
1130,P25031,10116.ENSRNOP00000008212,10116
1131,P02879,3988.XP_002534649.1,3988
1132,P10082,9606.ENSP00000353198,9606
1133,P23004,9913.ENSBTAP00000028853,9913
1134,Q05186,10090.ENSMUSP00000006128,10090
1135,P01348,9823.ENSSSCP00000005607,9823
1136,Q9BYZ8,9606.ENSP00000346158,9606
1137,Q8WXF3,9606.ENSP00000397415,9606
1138,P06912,9986.ENSOCUP00000009070,9986
1139,Q6UW15,9606.ENSP00000272324,9606
1140,Q8HY17,9823.ENSSSCP00000014634,9823
1141,Q9TRM8,9612.ENSCAFP00000031075,9612
1142,P10745,9606.ENSP00000463151,9606
1143,P04916,10116.ENSRNOP00000021055,10116
1144,Q9HB40,9606.ENSP00000262288,9606
1145,P51998,4932.YML025C,4932
1146,P36520,4932.YNL284C,4932
1147,Q2TBR2,9913.ENSBTAP00000006406,9913
1148,Q2HJJ1,9913.ENSBTAP00000022057,9913
1149,P25348,4932.YCR003W,4932
1150,A8NN94,9913.ENSBTAP00000019403,9913
1151,P83565,10116.ENSRNOP00000065376,10116
1152,P32904,4932.YHR147C,4932
1153,Q3T0J3,9913.ENSBTAP00000028236,9913
1154,Q32PC3,9913.ENSBTAP00000028954,9913
1155,Q3SZ47,9913.ENSBTAP00000056434,9913
1156,A4FUC0,9913.ENSBTAP00000014187,9913
1157,P36532,4932.YBR268W,4932
1158,P0C2B9,10116.ENSRNOP00000061916,10116
1159,P07998,9606.ENSP00000381057,9606
1160,P67875,746128.CADAFUBP00004977,746128
1161,P36517,4932.YLR439W,4932
1162,P36519,4932.YDR237W,4932
1163,Q3ZBF3,9913.ENSBTAP00000050302,9913
1164,P34096,9606.ENSP00000452245,9606
1165,P08904,9913.ENSBTAP00000011585,9913
1166,P12687,4932.YNL005C,4932
1167,P36516,4932.YMR024W,4932
1168,Q2TBK2,9913.ENSBTAP00000001054,9913
1169,Q3ZBX6,9913.ENSBTAP00000041336,9913
1170,P31334,4932.YGR220C,4932
1171,P0C2C4,10116.ENSRNOP00000061129,10116
1172,Q7M0E7,10116.ENSRNOP00000026716,10116
1173,Q3T0L3,9913.ENSBTAP00000034395,9913
1174,P22354,4932.YKR085C,4932
1175,P36527,4932.YDR462W,4932
1176,P14063,4932.YKL138C,4932
1177,P10153,9606.ENSP00000303276,9606
1178,P39873,9913.ENSBTAP00000006510,9913
1179,P00684,10116.ENSRNOP00000043700,10116
1180,A5HAK0,7955.ENSDARP00000123932,7955
1181,P00669,9913.ENSBTAP00000036091,9913
1182,P36521,4932.YDL202W,4932
1183,Q02204,4932.YKR006C,4932
1184,Q0VC21,9913.ENSBTAP00000001557,9913
1185,P36523,4932.YLR312W-A,4932
1186,P36525,4932.YMR193W,4932
1187,P36531,4932.YBR122C,4932
1188,P19682,4096.XP_009795960.1,4096
1189,P61823,9913.ENSBTAP00000011586,9913
1190,P00683,10090.ENSMUSP00000079025,10090
1191,P15468,9823.ENSSSCP00000022277,9823
1192,Q7M438,44689.DDB0230141,44689
1193,P42813,3702.AT2G02990.1,3702
