CS,Type,Org,Fold,ID,Seqlen
23.0,2,1,4,P07728,499
18.0,2,0,3,P01227,129
28.0,2,0,1,P10669,344
61.0,4,1,1,P38365,174
52.0,3,1,1,O80983,717
16.0,2,0,1,Q91XV6,94
36.0,3,0,0,P50441,423
22.0,2,0,0,Q9QYH7,117
21.0,2,1,3,Q6YZY5,224
22.0,2,1,3,Q6ZBZ2,213
16.0,2,0,2,P11069,170
14.0,2,0,1,P02230,151
14.0,2,0,1,P02224,162
15.0,2,0,1,P12550,162
17.0,2,0,3,P28316,338
21.0,2,0,2,Q6IV20,104
19.0,2,0,0,P29794,180
21.0,2,0,3,P51918,94
23.0,2,0,2,P43306,86
25.0,2,0,2,Q9VB68,377
21.0,2,0,4,P22146,559
22.0,2,0,0,Q9EQX0,117
30.0,2,0,4,P55320,112
23.0,2,0,0,I3LGZ3,81
22.0,2,0,2,P01221,118
23.0,2,0,2,P07474,120
13.0,2,0,3,P14314,528
23.0,2,1,4,P07730,499
23.0,2,0,3,Q6UWK7,81
20.0,2,0,4,P25291,509
18.0,2,0,4,Q52085,320
41.0,3,0,0,P35571,727
21.0,2,0,2,Q6UWM5,242
23.0,2,0,0,O60565,184
26.0,3,0,2,Q3SZC1,217
46.0,4,1,4,Q41058,922
22.0,2,0,0,P82358,84
22.0,2,0,1,P37042,92
22.0,2,0,1,P49921,91
24.0,2,0,3,P51919,95
22.0,2,0,2,P51925,85
22.0,2,0,1,P35053,558
63.0,4,1,0,Q01401,820
23.0,2,0,2,P01217,120
23.0,2,0,2,P01218,120
28.0,3,0,1,P14519,504
26.0,2,0,3,Q92643,395
16.0,2,0,4,P28798,589
20.0,2,0,0,F7J1C8,249
18.0,2,0,3,G9M8X1,687
24.0,2,0,4,P17813,658
45.0,4,1,2,P93735,195
27.0,2,0,0,P43555,445
23.0,2,1,0,Q39688,389
30.0,2,1,0,Q1ZYQ8,270
29.0,2,1,0,P0C1Y5,269
57.0,3,0,1,Q96KR6,192
18.0,2,0,1,P98140,612
18.0,2,0,1,P00748,615
16.0,2,0,3,Q8WZI8,521
38.0,4,1,1,Q93V66,226
24.0,2,0,4,P12319,257
14.0,2,0,4,P12314,374
22.0,2,0,2,P55899,365
64.0,4,1,3,Q00598,363
43.0,4,1,2,O80429,140
17.0,2,0,0,P02771,609
18.0,2,0,0,Q5KQS4,324
48.0,4,1,4,Q9FKW6,360
19.0,2,0,3,A1X159,431
15.0,2,0,1,P48842,350
21.0,2,0,3,P19957,117
19.0,2,0,4,P32803,203
45.0,2,0,1,Q12396,444
37.0,2,0,2,O97939,1142
17.0,2,0,3,P21128,410
21.0,3,0,4,Q8WZM3,386
29.0,2,0,1,Q7SZN0,1460
23.0,2,0,2,P35555,2871
28.0,2,0,3,Q96AP7,390
15.0,2,0,4,Q04457,562
16.0,2,0,0,P23141,567
17.0,2,0,0,P12337,565
25.0,2,0,0,Q8BK48,559
22.0,2,0,4,P35502,564
31.0,3,0,3,Q6UPE1,616
19.0,2,0,0,P0C8E7,114
19.0,2,0,0,P21760,178
19.0,2,1,0,O48818,257
26.0,3,0,0,P30084,290
28.0,3,0,0,P14604,290
26.0,2,0,0,P12724,160
62.0,3,1,3,Q5XF75,395
19.0,2,1,2,P15570,118
28.0,2,0,4,P23142,703
16.0,2,0,1,O70165,334
26.0,2,0,2,Q7L513,359
30.0,2,0,2,P21781,194
78.0,5,1,3,Q9SCY2,208
22.0,2,0,3,Q18184,89
26.0,2,0,3,Q867W1,76
19.0,2,0,3,P01228,129
18.0,2,0,3,P02702,241
18.0,2,0,3,B0JFB8,105
45.0,4,1,0,P29036,254
17.0,2,0,2,P42578,239
26.0,2,0,0,P41822,209
17.0,2,0,3,P01226,129
28.0,2,0,1,P19883,344
18.0,2,0,0,Q9DGI0,341
19.0,2,0,2,P34115,730
41.0,2,0,0,P54803,685
31.0,2,0,1,Q8BHN3,944
75.0,5,1,4,O22870,223
19.0,2,0,3,O60046,217
19.0,2,0,3,A1X158,561
19.0,2,0,2,P34116,734
64.0,4,1,1,P19866,401
68.0,3,0,1,P33316,252
25.0,2,0,2,P25331,88
18.0,2,0,3,Q61508,559
24.0,2,0,3,P52798,201
42.0,3,0,3,P49411,452
15.0,2,0,4,P36368,261
23.0,2,0,0,P00533,1210
22.0,2,0,1,P02790,462
24.0,2,0,1,P20058,460
30.0,2,0,2,P14210,728
18.0,2,0,2,P15515,57
23.0,2,0,2,P01900,365
20.0,2,0,2,P01901,369
17.0,2,0,3,Q95P08,656
48.0,3,0,4,P22557,587
18.0,2,0,4,P25033,413
27.0,2,0,1,P50828,459
22.0,2,0,1,P20059,460
49.0,4,1,0,Q1XIR9,569
49.0,4,1,0,Q1XH05,569
19.0,2,0,3,P81492,84
17.0,2,0,0,P00738,406
18.0,2,0,3,P01766,116
18.0,2,0,3,P01763,117
25.0,2,0,3,P01824,125
18.0,2,0,3,P01795,144
24.0,2,0,2,P86100,410
21.0,2,0,0,P24854,259
20.0,2,0,0,P21744,254
23.0,2,0,1,P07456,179
22.0,2,0,0,Q16552,155
17.0,2,0,3,Q13478,541
23.0,2,0,0,Q9UHD0,177
24.0,2,0,2,P18510,177
21.0,2,0,4,P19874,101
17.0,2,0,2,Q01638,556
71.0,4,1,2,Q01292,595
24.0,2,0,3,P15261,477
21.0,2,0,4,P29459,219
29.0,2,0,1,Q96PD4,163
50.0,2,0,1,Q13007,206
23.0,3,0,0,P25605,309
33.0,3,0,1,Q6CE48,312
23.0,2,0,4,P01326,110
19.0,2,0,2,P51460,131
18.0,2,0,4,Q9N2I2,404
18.0,2,0,4,P05154,406
31.0,3,0,3,Q9H2U2,334
25.0,3,1,1,Q8LCY2,158
33.0,4,1,3,Q6AU80,800
30.0,2,0,3,P08514,1039
28.0,2,0,4,P17301,1181
31.0,2,0,1,P26006,1051
21.0,2,0,2,P29460,328
18.0,2,0,2,P13504,576
24.0,2,0,2,P16382,810
24.0,2,0,0,Q14641,139
23.0,2,0,4,P01321,110
23.0,2,0,4,P01329,110
23.0,2,0,4,P06306,110
23.0,2,0,4,P01311,110
17.0,2,0,3,Q8WWA0,313
27.0,2,1,1,P01088,155
28.0,3,0,3,P26440,426
22.0,2,0,0,P00995,79
22.0,2,0,4,Q6UWN8,80
18.0,2,0,3,Q5DT21,86
15.0,2,0,4,P05555,1153
18.0,2,0,0,P26010,798
23.0,2,1,2,P01070,216
18.0,2,0,2,Q86YT9,394
22.0,2,0,2,Q95NK7,54
21.0,2,0,3,Q867F4,59
21.0,2,0,3,Q5K0E0,59
21.0,2,0,3,B3EWY1,59
25.0,2,0,4,P0C1X6,62
23.0,2,0,4,P01325,108
26.0,2,0,3,P06213,1382
23.0,2,0,4,P01308,110
18.0,2,0,2,Q96TU3,537
23.0,2,0,1,P01005,210
22.0,2,0,1,P05560,207
29.0,2,0,3,P08069,1367
23.0,2,0,1,P01344,180
18.0,2,0,3,P08887,468
23.0,2,0,4,P08505,211
16.0,2,0,2,P07994,360
22.0,2,0,4,P12707,106
22.0,2,0,0,P00996,79
25.0,2,0,4,P37109,86
53.0,4,1,1,D0TZF0,803
26.0,2,0,3,P79263,921
22.0,2,0,4,P01568,189
22.0,2,0,4,P01563,188
23.0,2,0,0,Q9NYY1,176
17.0,2,0,2,P15247,144
22.0,2,0,4,P12706,106
23.0,2,0,4,P01323,110
21.0,2,0,3,P04667,105
23.0,2,1,0,P31608,181
23.0,2,1,0,P07479,181
22.0,2,0,0,P09656,79
22.0,2,0,0,P20155,84
27.0,2,0,0,Q8J0I9,490
22.0,2,0,1,Q8K0D2,558
48.0,3,0,4,P08680,587
18.0,2,0,2,P05546,499
12.0,2,0,4,Q86M34,565
34.0,2,0,0,Q04756,655
53.0,4,1,0,P49235,566
18.0,2,0,2,P15516,51
23.0,2,0,2,P14095,96
23.0,2,0,2,P10257,137
28.0,2,0,3,O14412,245
20.0,2,0,0,Q02747,115
20.0,2,0,4,P07982,418
20.0,2,0,2,P01902,368
16.0,2,1,4,P02877,204
21.0,2,0,0,P43077,562
21.0,2,0,0,P06865,529
25.0,3,1,4,Q8RXN4,409
21.0,2,0,2,Q95460,341
22.0,2,0,2,Q06575,196
19.0,2,0,3,Q07558,84
31.0,3,0,4,Q5XIE6,385
21.0,2,0,2,Q9GQV7,128
17.0,2,0,1,P04196,525
20.0,2,0,2,Q17128,72
19.0,2,0,3,Q25055,104
16.0,2,0,2,O95866,241
21.0,3,0,1,P25285,397
18.0,2,0,1,P07093,398
26.0,2,0,3,P62520,63
16.0,2,0,4,P00757,256
22.0,2,0,2,Q9BJX2,54
21.0,2,0,3,D3JXM1,59
20.0,2,0,3,P43626,348
17.0,2,0,4,P01045,619
18.0,2,0,2,P00716,141
18.0,2,0,2,P00714,159
27.0,2,0,1,P13473,410
15.0,2,0,2,Q2ULM2,496
19.0,2,0,0,P23631,1401
25.0,2,0,2,P17454,482
18.0,2,0,0,P16150,400
17.0,2,0,1,Q08380,585
19.0,2,1,1,Q71DJ5,393
62.0,4,1,0,P80471,326
27.0,2,0,3,P11151,478
15.0,2,0,4,P27657,465
22.0,2,0,3,Q8N6C8,439
21.0,2,0,0,P13487,59
21.0,2,0,3,Q9NII7,60
18.0,2,0,2,A9XE60,91
15.0,2,0,2,P82384,92
22.0,2,0,4,C6JUN9,158
23.0,2,0,4,P07439,162
29.0,3,1,2,Q9SPB1,523
21.0,2,0,0,P15018,202
18.0,2,0,4,P22394,563
14.0,2,0,0,P32947,549
18.0,2,0,1,P80035,398
18.0,2,0,1,P07098,398
20.0,2,0,4,P10758,165
19.0,2,0,0,P01619,116
19.0,2,0,0,P06312,121
21.0,2,0,0,P01639,130
21.0,2,0,0,P01611,117
18.0,2,0,0,P01615,120
18.0,2,0,0,Q9GZZ8,138
30.0,2,1,3,Q41159,285
30.0,2,1,3,Q41161,285
22.0,2,1,1,P02873,246
29.0,3,1,2,Q41219,523
21.0,2,0,0,P01599,117
17.0,2,0,3,P02756,180
18.0,2,0,2,P00712,142
23.0,2,0,2,P19137,3083
18.0,2,0,2,Q60675,3118
23.0,2,0,3,P11438,406
25.0,2,0,1,A2AJB7,192
21.0,2,0,0,P01602,117
21.0,2,0,0,P04430,117
18.0,2,0,0,P32004,1257
20.0,2,0,1,O59896,518
17.0,2,0,3,P02758,180
15.0,2,0,3,P02754,178
17.0,2,0,3,P67976,180
18.0,2,0,2,P80060,92
15.0,2,0,2,Q7JZV0,117
21.0,2,0,0,P01597,117
19.0,2,0,0,P01624,115
19.0,2,0,0,P01658,132
28.0,2,0,0,P01633,149
19.0,2,0,0,Q55P57,624
15.0,2,0,3,P91629,126
19.0,2,0,4,Q02988,172
22.0,2,1,3,P02872,273
22.0,2,0,4,Q6QX33,158
23.0,2,0,4,P83519,159
17.0,2,0,4,Q8WPD0,168
22.0,2,0,4,Q9YGP1,158
29.0,2,1,1,P02870,275
73.0,4,1,2,Q43117,583
28.0,2,0,0,P01634,136
21.0,2,0,0,P01593,117
17.0,2,0,3,P02755,180
17.0,2,0,3,P04119,178
23.0,2,0,0,P04180,440
17.0,2,0,0,C0HL65,105
20.0,2,0,3,Q6UWM7,567
20.0,2,0,2,P01131,845
34.0,2,1,3,Q39528,293
34.0,2,1,3,Q39529,290
60.0,4,1,3,Q8W593,350
50.0,4,1,0,P09559,402
27.0,2,0,3,P11279,417
18.0,2,0,2,P33577,119
23.0,2,0,2,A3RJ36,64
15.0,2,0,3,P91627,138
17.0,2,0,1,O62644,151
25.0,2,1,1,P16404,281
22.0,2,0,2,P49182,478
49.0,4,1,0,Q9FYS3,568
25.0,3,1,4,Q5XF59,401
23.0,2,0,3,Q95VP3,166
22.0,2,0,1,P01148,92
22.0,2,0,3,Q61450,303
22.0,2,0,1,P35052,558
15.0,2,0,4,P14770,177
30.0,2,0,0,P42264,919
33.0,2,0,2,P09341,107
45.0,3,0,2,P38647,679
21.0,2,0,1,P07981,459
33.0,2,1,2,Q5NAT0,640
16.0,2,0,2,P23044,385
76.0,4,1,0,Q9AWA5,1464
52.0,3,0,0,P22315,420
19.0,2,0,3,Q2U4L7,690
18.0,2,0,0,Q01528,172
17.0,2,0,3,Q8IFJ8,659
42.0,4,1,1,Q42843,527
55.0,4,1,2,P24493,433
61.0,4,1,3,Q43316,382
97.0,3,0,1,P36552,443
30.0,3,0,3,P16622,393
55.0,2,0,4,P55203,1110
16.0,2,0,1,P62694,513
23.0,2,0,2,P01899,362
22.0,2,0,1,Q14520,560
20.0,2,0,1,P53543,138
20.0,2,1,2,Q9C9H5,484
30.0,2,0,0,O60609,400
26.0,2,1,3,Q942A7,235
14.0,2,0,1,P02222,160
14.0,2,0,1,P02229,151
15.0,2,0,1,P12548,161
15.0,2,0,1,P02223,161
15.0,2,0,3,Q7M413,158
28.0,3,0,2,Q02784,150
13.0,2,0,3,O08795,521
18.0,2,1,1,P04706,223
19.0,2,0,3,Q95VP2,161
15.0,2,0,3,Q7M419,156
15.0,2,0,3,Q5KSB7,161
15.0,2,0,2,Q7M418,163
14.0,2,0,3,P27613,173
17.0,2,0,0,P81447,154
56.0,4,1,4,Q08047,799
18.0,2,0,1,P02724,150
27.0,2,0,2,P07727,457
15.0,2,0,3,P07359,652
45.0,3,0,2,P38646,679
20.0,2,0,0,O18994,219
17.0,2,0,3,P10144,247
26.0,3,0,2,P97576,217
28.0,2,0,0,C9K4X8,116
26.0,2,0,1,P01235,144
22.0,2,0,1,P10256,142
22.0,3,0,2,P0CS90,654
45.0,3,1,0,Q8GUM2,682
23.0,2,0,2,Q9VG55,191
15.0,2,0,3,C4NZN9,131
24.0,2,1,1,P16851,145
23.0,2,1,1,P11643,171
21.0,2,1,3,P29421,200
23.0,2,0,4,P13598,275
21.0,2,0,4,P83472,86
22.0,2,0,4,P56829,195
26.0,2,0,1,Q969P0,613
18.0,2,0,2,Q9HBE5,538
19.0,2,0,0,P60568,153
49.0,3,1,0,Q9LDZ0,682
25.0,2,0,2,P86875,357
18.0,2,0,3,P01772,117
31.0,2,0,2,Q63617,999
18.0,2,0,0,Q08334,325
33.0,2,0,4,P12843,304
26.0,2,0,1,P20959,291
11.0,2,1,3,P82977,84
22.0,2,0,3,Q8MLZ7,441
18.0,2,0,3,Q4WZ11,87
22.0,2,0,4,P01562,189
20.0,2,0,4,P01569,189
22.0,2,0,4,P01567,189
22.0,2,0,2,P01579,166
34.0,2,0,1,P35225,146
27.0,2,0,2,Q06576,215
18.0,2,0,3,P23083,117
18.0,2,0,3,P01742,117
18.0,2,0,3,P01814,119
18.0,2,0,3,P01782,118
18.0,2,0,3,P01768,117
14.0,2,0,0,P79073,86
31.0,2,0,0,Q96F46,866
16.0,2,0,0,Q9NRM6,502
27.0,2,0,0,Q9Z0M9,193
24.0,2,1,1,P16850,145
23.0,2,1,1,P16159,143
21.0,2,0,3,P05155,500
38.0,3,0,4,Q04467,452
24.0,3,0,0,Q0P5I5,327
34.0,2,0,4,Q9Y251,543
18.0,2,0,3,P01817,119
18.0,2,0,3,P01780,117
18.0,2,0,3,P01764,117
18.0,2,0,3,P01825,116
20.0,2,0,2,Q969J5,263
24.0,2,1,1,P28041,145
23.0,2,1,1,P32936,149
23.0,2,1,1,P34951,143
24.0,2,0,0,P08833,259
19.0,2,0,3,Q9R1T7,200
19.0,2,0,3,Q8MM24,439
10.0,3,0,1,P28834,360
29.0,2,0,2,Q06577,215
17.0,2,0,3,P01822,137
22.0,2,0,4,Q64385,432
28.0,2,0,0,Q6UXL0,311
20.0,2,0,3,Q13651,578
19.0,2,0,4,Q8NAC3,791
29.0,2,0,0,O95998,194
28.0,2,0,2,Q9UHF4,553
24.0,2,1,1,P17314,168
23.0,2,1,1,P01086,148
21.0,2,1,3,P07596,203
25.0,2,0,4,P26461,97
26.0,2,0,1,P16611,293
20.0,2,0,0,P22692,258
25.0,2,0,0,Q16270,282
23.0,2,1,2,P10822,207
22.0,2,0,4,P01570,189
22.0,2,0,4,P01572,189
22.0,2,0,4,P05014,189
23.0,2,0,1,P01346,180
21.0,2,0,0,P01591,159
17.0,2,0,1,P19007,347
17.0,2,0,2,P32478,413
18.0,2,0,3,P01743,117
18.0,2,0,3,P01762,117
18.0,2,0,3,P01767,116
17.0,2,0,3,C0HKM3,458
29.0,2,1,0,P13691,152
29.0,2,1,0,P01083,153
26.0,2,0,1,P15473,292
24.0,2,0,4,P35572,226
18.0,2,1,4,P01068,246
23.0,2,0,2,Q6UW32,110
31.0,2,0,2,Q9H293,177
24.0,2,0,4,P26894,103
25.0,2,0,3,P01342,115
23.0,2,0,3,P81025,113
24.0,2,0,0,P21743,272
32.0,2,0,4,P13384,317
26.0,2,0,1,P17936,291
15.0,2,0,3,Q9GV28,433
14.0,3,0,1,P28241,369
15.0,3,0,4,P21954,428
22.0,2,0,4,P01566,189
22.0,2,0,4,P01571,189
19.0,2,0,4,P05013,189
22.0,2,0,4,P32881,189
26.0,2,0,0,Q9P0W0,207
17.0,2,0,2,P22301,178
23.0,2,0,4,P01317,105
23.0,2,0,4,P67970,107
23.0,2,0,4,P01313,110
20.0,2,0,3,P01335,108
17.0,2,0,3,P01225,129
27.0,2,0,1,P17164,462
19.0,2,0,4,Q14802,87
20.0,2,0,4,P01350,101
25.0,2,0,0,Q8JFY4,111
23.0,2,0,3,P16882,650
17.0,2,0,0,P80195,153
18.0,2,0,0,Q02596,151
23.0,2,0,2,P01215,116
15.0,2,0,3,D3Z9M3,109
47.0,4,1,1,P14655,428
33.0,3,1,0,P25855,165
38.0,3,0,0,P11183,164
33.0,3,1,0,A3C6G9,164
85.0,3,1,3,P26969,1057
23.0,2,0,2,Q90W22,114
22.0,2,0,0,Q9UBU3,117
15.0,2,0,1,P84296,161
15.0,2,0,1,P12549,161
15.0,2,0,1,P02226,161
17.0,2,0,0,P15522,155
27.0,3,0,3,P80147,500
21.0,2,0,3,Q9TT95,120
15.0,3,0,1,P28337,392
18.0,2,0,4,B0XT72,452
25.0,2,0,0,Q76IQ4,111
14.0,2,0,1,P02221,158
15.0,2,0,1,P84298,161
23.0,2,0,4,P84039,477
20.0,2,0,4,Q6UWV6,458
16.0,2,0,0,P54762,984
30.0,2,0,1,O15197,1021
22.0,2,0,3,Q96HE7,468
19.0,2,0,1,P05160,661
56.0,4,1,2,P22418,415
21.0,2,0,2,Q9NPG1,666
23.0,2,0,3,P0CS93,680
23.0,2,0,0,Q62867,317
70.0,5,1,0,Q9LM71,232
27.0,3,1,3,O04862,515
19.0,2,0,2,Q12841,308
25.0,2,0,1,O95633,263
82.0,4,1,3,Q41635,382
25.0,2,0,3,P37889,1221
23.0,2,0,4,P12799,444
25.0,2,0,4,P02679,453
15.0,2,0,0,Q99MG7,172
48.0,4,1,4,P19976,250
28.0,2,0,1,P31515,341
30.0,4,1,4,P41348,144
27.0,3,1,1,P93033,492
31.0,4,1,3,P07839,126
17.0,2,0,0,P12763,359
17.0,2,0,0,P97515,348
23.0,2,0,1,O95750,216
18.0,2,0,0,P02672,615
20.0,2,0,1,P05790,5263
15.0,2,0,2,Q26427,267
30.0,2,0,3,P02751,2386
21.0,2,1,4,Q41649,151
87.0,5,1,1,Q9LYR5,256
46.0,4,1,4,P19975,253
42.0,4,1,0,P29390,252
28.0,2,0,1,O00602,326
19.0,3,1,3,Q9SXP2,376
16.0,2,0,0,P30440,109
20.0,2,0,1,P22455,802
17.0,2,0,0,P14448,741
29.0,2,0,4,P02675,491
15.0,2,0,2,P21828,262
23.0,2,0,3,P04937,2477
56.0,4,1,4,Q8W493,369
20.0,2,0,3,P59938,57
18.0,2,0,1,Q00870,350
17.0,2,0,4,P01048,430
27.0,2,0,3,Q9TVX3,61
27.0,2,0,0,Q9NJP7,56
29.0,2,0,2,Q96I82,304
38.0,3,0,0,P11009,419
38.0,3,0,0,P17540,419
38.0,3,0,0,P25809,418
20.0,2,0,0,Q9NII5,58
21.0,2,0,3,P45696,59
22.0,2,0,3,C0HJQ4,61
20.0,2,0,0,P0C194,63
27.0,2,0,0,Q9U8D2,57
25.0,2,0,3,P0C175,68
19.0,2,0,0,P01661,131
18.0,2,0,0,P01614,121
18.0,2,0,2,P00711,142
18.0,2,0,2,P33575,139
27.0,2,0,3,Q9JI59,298
30.0,2,0,4,Q9BX67,310
23.0,2,0,1,P10764,179
23.0,2,0,2,Q6UXB1,125
32.0,2,0,2,Q9GZX6,179
18.0,2,0,1,Q8NI17,732
18.0,2,0,4,P05113,134
23.0,2,0,4,P01322,110
23.0,2,0,4,P17715,109
23.0,2,0,4,P01318,105
18.0,2,0,2,O00105,564
17.0,2,0,0,P09655,79
22.0,2,0,4,P01001,80
21.0,2,0,0,P45628,59
19.0,2,0,0,Q9NII6,57
20.0,2,0,0,C0HJQ8,58
21.0,2,0,3,P0C908,59
23.0,2,0,0,P0DL37,62
27.0,2,0,0,P0CC12,57
27.0,2,0,0,Q9U8D1,56
19.0,2,0,3,Q86QT3,62
20.0,2,0,3,Q9BKB7,57
28.0,2,0,4,P05231,212
19.0,2,0,4,P10145,99
21.0,2,0,4,P83869,46
20.0,2,0,2,O77801,132
21.0,2,0,2,Q9Y5Q6,135
23.0,2,0,4,P01315,108
18.0,2,0,2,P00724,532
22.0,2,0,0,P10184,472
22.0,2,0,1,P23229,1130
17.0,2,0,1,P38570,1179
22.0,2,0,4,P24063,1163
15.0,2,0,4,P11215,1152
29.0,2,0,2,P06756,1048
9.0,3,0,0,P53193,184
22.0,2,0,2,Q8MVA6,69
18.0,2,0,4,P20702,1163
27.0,2,0,3,P57087,298
21.0,2,0,3,Q8I0L5,59
32.0,2,0,2,P13612,1032
40.0,2,0,3,P08648,1049
32.0,2,0,1,Q13683,1181
29.0,2,0,2,P80746,1048
23.0,2,0,0,P80747,800
18.0,2,0,0,P26011,806
27.0,3,1,4,Q9FS87,412
18.0,2,0,1,Q9PTT2,225
20.0,3,0,2,Q0P5L8,419
18.0,2,0,2,Q5G8A6,87
18.0,2,0,2,Q0GY40,95
32.0,2,0,1,Q61738,1179
26.0,2,0,0,P16144,1822
27.0,2,0,3,Q14624,930
26.0,2,0,3,Q9Y624,299
22.0,2,0,2,Q9BKB4,54
22.0,2,0,3,P84777,61
21.0,2,0,3,Q9NBG9,59
22.0,2,0,2,Q95NJ8,55
27.0,2,0,0,C0HJQ5,57
20.0,2,0,0,C7G3K3,80
18.0,2,0,2,P56972,94
38.0,3,0,0,P09605,419
38.0,3,0,0,P70079,417
21.0,2,0,3,Q6UW88,154
19.0,2,0,0,P29320,983
22.0,2,0,4,P35501,552
23.0,2,0,4,P10675,662
20.0,2,0,3,Q9GU69,64
27.0,2,1,1,Q5JNJ5,237
26.0,2,0,0,Q64610,887
21.0,2,0,4,Q05359,219
20.0,2,0,1,P35578,172
27.0,2,0,0,Q8I034,545
24.0,2,0,2,P01903,254
40.0,3,0,3,P39112,969
16.0,2,0,0,P05305,212
24.0,2,0,1,Q99944,293
19.0,2,0,2,Q29143,102
17.0,2,0,3,P04552,154
26.0,2,0,3,Q99372,870
20.0,2,0,4,Q9Y6C2,1016
20.0,2,0,4,P81429,198
23.0,3,1,1,Q9C6I6,363
21.0,2,0,1,P30438,92
66.0,5,1,2,Q0WRJ7,242
18.0,2,0,4,Q9NWM8,211
28.0,2,0,0,P81623,258
31.0,2,0,0,P30040,261
40.0,3,0,2,P30042,268
18.0,2,0,4,P12992,564
19.0,2,0,3,P0C8E8,86
20.0,2,0,1,P14625,803
21.0,2,0,4,F1N5C8,445
18.0,2,0,3,Q8I817,88
26.0,2,0,2,P01588,193
17.0,2,0,0,P10959,549
22.0,2,0,3,P50448,468
34.0,3,0,3,P49819,509
20.0,2,0,1,Q6E0U4,476
23.0,2,1,0,P58738,269
23.0,2,1,0,Q07154,269
18.0,2,0,1,Q7ZT75,315
22.0,2,0,2,O75636,299
24.0,3,1,3,Q07511,381
49.0,4,1,2,P00221,147
45.0,4,1,2,P00228,143
27.0,2,0,3,Q9NSA1,209
18.0,2,0,0,P06399,782
17.0,2,0,3,Q9HE18,353
61.0,4,1,0,P41345,378
34.0,4,1,0,P53991,354
54.0,4,1,4,P00455,369
51.0,4,1,2,P09911,149
18.0,2,0,0,P29695,342
18.0,2,0,0,Q5KQS1,324
17.0,2,0,0,P24090,352
23.0,2,0,4,Q8N441,504
17.0,2,0,1,P36980,270
18.0,2,0,0,P02671,866
17.0,2,0,0,Q8TAL6,211
34.0,2,0,1,O43155,660
27.0,3,0,3,A8MUP2,240
21.0,2,0,2,P21956,463
19.0,2,0,3,P20774,298
25.0,2,0,4,Q90611,663
18.0,2,0,0,P31836,853
18.0,2,0,0,P13595,1115
21.0,2,0,4,G8YYA5,74
18.0,2,0,2,P01178,125
18.0,2,0,2,P01180,166
25.0,2,1,4,P07597,117
24.0,2,1,0,Q0IQK9,116
28.0,2,0,2,Q7Q7R8,89
20.0,2,0,2,Q27441,92
27.0,2,0,3,Q9PW68,97
18.0,2,0,0,A7VN14,109
19.0,2,0,0,O02826,111
19.0,2,0,2,Q96DR8,90
19.0,2,0,1,P82102,96
31.0,2,0,2,Q99972,504
21.0,2,0,3,P24330,70
16.0,2,0,3,Q99538,433
22.0,2,0,0,P09056,203
15.0,2,0,1,Q5ECE3,201
20.0,3,1,0,P0DKB9,326
24.0,2,0,2,Q6UXK5,716
19.0,2,0,1,P01229,141
25.0,2,0,3,P16235,700
102.0,4,1,1,P93115,525
16.0,2,0,4,P09237,267
18.0,2,0,4,P14780,707
31.0,3,0,1,Q02253,535
27.0,2,0,0,Q61885,246
26.0,2,0,0,Q63345,245
18.0,2,0,2,P01185,164
15.0,2,0,4,Q90935,410
29.0,2,0,3,Q14112,1375
25.0,2,1,4,P82007,116
24.0,2,1,0,A0AT29,118
21.0,2,0,3,F1AWB0,82
21.0,2,0,4,A0A0A1I6N9,74
22.0,2,0,2,C5J887,69
18.0,2,0,2,P01175,125
26.0,2,1,0,P19656,120
25.0,2,1,0,P10976,117
10.0,3,1,4,Q9FLX7,169
35.0,3,0,3,Q02374,108
22.0,3,0,2,P15690,727
32.0,3,0,3,P17694,463
21.0,3,1,4,Q9M9M6,110
31.0,2,1,3,Q94EG3,229
30.0,2,0,2,Q9Z0J8,348
21.0,2,0,1,Q8NC67,525
18.0,2,0,2,P01179,125
22.0,2,0,3,P10673,170
27.0,2,0,3,P10493,1245
24.0,2,1,2,P33183,563
28.0,2,1,3,P82900,96
26.0,2,1,4,E6Y8S8,118
24.0,2,1,0,A0A161AT60,120
20.0,2,1,1,P12670,247
18.0,2,0,1,O97763,149
26.0,2,0,2,Q8MP00,90
7.0,3,0,4,P24919,273
32.0,3,0,2,P24918,744
23.0,3,1,1,Q9FJW4,154
40.0,3,1,0,P80269,229
24.0,2,1,4,Q84UV8,274
24.0,2,0,0,O42414,1369
24.0,2,1,0,Q43767,115
24.0,2,1,0,Q9XFS7,118
24.0,2,1,0,A0AT32,118
18.0,2,0,1,P61916,151
45.0,2,0,1,Q63376,662
22.0,3,0,1,P34942,343
28.0,3,0,1,Q8HXG5,154
35.0,3,0,3,P42028,212
29.0,3,1,1,Q9FNN5,486
18.0,2,0,2,P01177,125
18.0,2,0,2,P13389,125
18.0,2,0,2,P01183,166
36.0,3,0,4,P42676,704
27.0,2,0,4,P10631,98
33.0,3,0,1,P31800,480
12.0,3,0,0,P00126,91
12.0,3,0,0,P99028,89
21.0,2,0,3,Q28173,416
44.0,4,1,3,Q94AU9,174
17.0,2,0,4,P27485,201
22.0,2,1,2,P16094,286
50.0,4,1,0,P30155,179
35.0,4,1,3,P82249,130
39.0,3,0,0,P0C2C0,206
8.0,3,0,3,Q3SYS0,216
15.0,3,0,4,P36526,146
44.0,3,0,4,P32387,263
15.0,2,0,3,P08056,238
21.0,2,1,0,O80323,222
16.0,2,0,3,P10281,276
70.0,4,1,2,P19684,324
